,TWEETS,Cleaned_TWEETS,Lemmatized_TWEETS,Predictions of TASK
253,There is no connection between the virus that started in Asia and the beer produced in Mexico.  Thank you for your time.,"[('there', 'EX'), ('connect', 'JJ'), ('viru', 'JJ'), ('start', 'NN'), ('asia', 'NN'), ('beer', 'NN'), ('produc', 'IN'), ('mexico', 'FW'), ('thank', 'NN'), ('time', 'NN')]",connect viru start asia beer produc mexico thank time,1
254,Damn just got word my Grandma in Houston has the Corona Virus ... Shoot Nans some prayers she needs them right about now,"[('damn', 'NN'), ('word', 'NN'), ('grandma', 'NN'), ('houston', 'NN'), ('corona', 'NN'), ('viru', 'NN'), ('shoot', 'NN'), ('nan', 'NN'), ('prayer', 'NN'), ('need', 'NN'), ('right', 'NN')]",damn word grandma houston corona viru shoot nan prayer need right,1
255,"TECH TAKEDOWN: World\'s Technology Supply Chain Facing ""Broken Chain"" Crisis as Wuhan Quarantine Threatens Critical Component Manufacturers in China https://t.co/2wrBMX0S1G https://t.co/9h5mtBrqnY","[('tech', 'RB'), ('takedown', 'JJ'), ('world', 'NN'), ('technolog', 'NN'), ('suppli', 'NN'), ('chain', 'NN'), ('face', 'NN'), ('broken', 'VBP'), ('chain', 'NN'), ('crisi', 'NN'), ('wuhan', 'NN'), ('quarantin', 'RB'), ('threaten', 'JJ'), ('critic', 'JJ'), ('compon', 'NN'), ('manufactur', 'NN'), ('china', 'NN'), ('http', 'NN'), ('wrbmx', 'NN'), ('http', 'NN'), ('mtbrqni', 'NN')]",tech takedown world technolog suppli chain face break chain crisi wuhan quarantin threaten critic compon manufactur china http wrbmx http mtbrqni,1
256,@LinseyNoD Aren't those the Days of the Week in the language of COVID? https://t.co/uxwjWmsAX5,"[('linseynod', 'JJ'), ('aren', 'NNS'), ('day', 'NN'), ('week', 'NN'), ('languag', 'NN'), ('covid', 'NN'), ('http', 'NN'), ('uxwjwmsax', 'NN')]",linseynod day week languag covid http uxwjwmsax,0
257,YALL LITERALLY JUST STAY HOME,"[('yall', 'RB'), ('liter', 'NN'), ('just', 'RB'), ('stay', 'VB'), ('home', 'NN')]",yall liter stay home,0
258,If you're stupid and don't listen you die. https://t.co/jmVHK0B5CV,"[('stupid', 'JJ'), ('listen', 'JJ'), ('http', 'NN'), ('jmvhk', 'NN')]",stupid listen http jmvhk,1
259,Corona virus? I\xe2\x80\x99ve been suicidal since 1991... Catch me outside,"[('corona', 'NN'), ('viru', 'NN'), ('suicid', 'NN'), ('sinc', 'NN'), ('catch', 'NN'), ('outsid', 'NN')]",corona viru suicid sinc catch outsid,0
260,Family time enjoying Virtual Spirit Week #OneDublin #DublinStrong #AloneTogether #beatCOVID19 #StayAtHome\xe2\x80\xa6 https://t.co/xyJYqKpWys,"[('famili', 'JJ'), ('time', 'NN'), ('enjoy', 'JJ'), ('virtual', 'JJ'), ('spirit', 'NN'), ('week', 'NN'), ('onedublin', 'NN'), ('dublinstrong', 'JJ'), ('alonetogeth', 'RB'), ('beatcovid', 'JJ'), ('stayathom', 'NN'), ('http', 'NN'), ('xyjyqkpwi', 'NN')]",famili time enjoy virtual spirit week onedublin dublinstrong alonetogeth beatcovid stayathom http xyjyqkpwi,0
261,for this who may be in need in sonoma county during this coronavirus lockdown: https://t.co/TugrrHMRRY,"[('need', 'NN'), ('sonoma', 'VBZ'), ('counti', 'JJ'), ('coronaviru', 'NNS'), ('lockdown', 'JJ'), ('http', 'NNS'), ('tugrrhmrri', 'NN')]",need sonoma counti coronaviru lockdown http tugrrhmrri,1
262,Stop \xf0\x9f\xa5\xba,"[('stop', 'NN')]",stop,2
263,Conservative columnist Max Boot argued the coronavirus outbreak is exposing the worst traits of Donald Trump's White House. https://t.co/epPBOZCZBQ via @HuffPostPol #coronavirus #COVID19 #COVID19US #COVID\xe3\x83\xbc19 #DonTheCon #FactsMatter #Truth #Trump #TrumpSwamp #SaveOurDemocracy,"[('conserv', 'NNS'), ('columnist', 'VBP'), ('boot', 'NN'), ('argu', 'NN'), ('coronaviru', 'NN'), ('outbreak', 'NN'), ('expos', 'NN'), ('worst', 'JJS'), ('trait', 'NN'), ('donald', 'NN'), ('trump', 'IN'), ('white', 'JJ'), ('hous', 'JJ'), ('http', 'NN'), ('eppbozczbq', 'NN'), ('huffpostpol', 'NN'), ('coronaviru', 'NN'), ('covid', 'NN'), ('covid', 'NN'), ('covid', 'NN'), ('donthecon', 'NN'), ('factsmatt', 'NN'), ('truth', 'NN'), ('trump', 'NN'), ('trumpswamp', 'NN'), ('saveourdemocraci', 'NN')]",conserv columnist boot argu coronaviru outbreak expo bad trait donald trump white hous http eppbozczbq huffpostpol coronaviru covid covid covid donthecon factsmatt truth trump trumpswamp saveourdemocraci,2
264,GREAT! STAY YOUR DUMB ASSES IN CHINA YOU CUNTS,"[('great', 'JJ'), ('stay', 'VB'), ('your', 'PRP$'), ('dumb', 'JJ'), ('ass', 'NN'), ('china', 'NN'), ('cunt', 'NN')]",great stay dumb as china cunt,2
265,How are people still saying this is fake when people are losing loved ones left and right?,"[('peopl', 'NN'), ('still', 'RB'), ('say', 'VBP'), ('fake', 'JJ'), ('peopl', 'NN'), ('lose', 'VB'), ('love', 'IN'), ('one', 'CD'), ('left', 'VBD'), ('right', 'NN')]",peopl still say fake peopl lose love one leave right,1
266,Stanford Professor: close the ski resorts. #coronavirus,"[('stanford', 'NN'), ('professor', 'NN'), ('close', 'JJ'), ('resort', 'NN'), ('coronaviru', 'NN')]",stanford professor close resort coronaviru,2
267,Once again with distilled gusto.,"[('onc', 'NN'), ('distil', 'NN'), ('gusto', 'NN')]",onc distil gusto,0
268,Everyone is talking about corona virus and music festivals but no one is talking about the downward spiral of our economy. Recession incoming and if you don\xe2\x80\x99t get your shit together you will feel it.,"[('everyon', 'JJ'), ('talk', 'NN'), ('corona', 'NN'), ('viru', 'NN'), ('music', 'NN'), ('festiv', 'NN'), ('talk', 'NN'), ('downward', 'JJ'), ('spiral', 'NN'), ('economi', 'NN'), ('recess', 'NN'), ('incom', 'NN'), ('shit', 'VBD'), ('togeth', 'NNS'), ('feel', 'VB')]",everyon talk corona viru music festiv talk downward spiral economi recess incom shit togeth feel,1
269,I think this might be me!\xf0\x9f\x98\xac,"[('think', 'NN'), ('might', 'MD')]",think might,2
270,We\xe2\x80\x99re #1 \xf0\x9f\x87\xba\xf0\x9f\x87\xb8,[],,2
271,Gov. Gavin Newsom will Allow Californians to Watch Sunsets https://t.co/aFZ3aseV52 via @toddstarnes,"[('gavin', 'NN'), ('newsom', 'RB'), ('allow', 'JJ'), ('californian', 'JJ'), ('watch', 'NN'), ('sunset', 'NN'), ('http', 'NN'), ('asev', 'NN'), ('toddstarn', 'NN')]",gavin newsom allow californian watch sunset http asev toddstarn,0
272,REALLY 8 weeks!!! I have a concert to go to May 2nd. This is just fucking great!! F&amp;$K YOU COVID-19!!,"[('realli', 'NN'), ('week', 'NN'), ('concert', 'NN'), ('thi', 'JJ'), ('fuck', 'NN'), ('great', 'JJ'), ('covid', 'NN')]",realli week concert thi fuck great covid,0
273,#Algeria extends curfew as coronavirus cases rise https://t.co/gL2IkfRICL #localbiznetwork #globaldirectory,"[('algeria', 'NNS'), ('extend', 'VBP'), ('curfew', 'NN'), ('coronaviru', 'NN'), ('case', 'NN'), ('rise', 'NN'), ('http', 'NN'), ('ikfricl', 'NN'), ('localbiznetwork', 'NN'), ('globaldirectori', 'NN')]",algeria extend curfew coronaviru case rise http ikfricl localbiznetwork globaldirectori,1
274,We could be like Singapore but no. We have MAGA making america viral.,"[('could', 'MD'), ('like', 'VB'), ('singapor', 'JJ'), ('maga', 'NNS'), ('make', 'VBP'), ('america', 'JJ'), ('viral', 'NN')]",could like singapor maga make america viral,0
275,great thread by @firefoxx66 on the way out of this.,"[('great', 'JJ'), ('thread', 'NN'), ('firefoxx', 'NN')]",great thread firefoxx,2
276,I wan caramel corn brownie,"[('caramel', 'NN'), ('corn', 'NN'), ('browni', 'NN')]",caramel corn browni,2
277,...,[],,2
278,i can\xe2\x80\x99t with twitter right now. it\xe2\x80\x99s full of selfish people who don\xe2\x80\x99t think of others. i hope y\xe2\x80\x99all get this Coronavirus,"[('twitter', 'NN'), ('right', 'RB'), ('full', 'JJ'), ('selfish', 'JJ'), ('peopl', 'NN'), ('think', 'VBP'), ('other', 'JJ'), ('hope', 'NN'), ('coronaviru', 'NN')]",twitter right full selfish peopl think hope coronaviru,1
279,I wish the reaction to AIDS had been as instantaneous as it is to the much less dangerous Corona virus,"[('wish', 'JJ'), ('reaction', 'NN'), ('aid', 'NN'), ('instantan', 'RB'), ('much', 'RB'), ('less', 'JJR'), ('danger', 'JJ'), ('corona', 'NN'), ('viru', 'NN')]",wish reaction aid instantan much less danger corona viru,1
280,#covid19 #QuaratineAndChill https://t.co/0LgYcDF5Yc,"[('covid', 'NN'), ('quaratineandchil', 'NN'), ('http', 'NN'), ('lgycdf', 'NN')]",covid quaratineandchil http lgycdf,2
281,This one right here is still roaming freely and is as lethal as COVID19. Dr. Faux predicts over 2 million people in The U.S. will die from The Murder Hornets. Cause of death: Suicided. https://t.co/ahO4q5fZZS,"[('thi', 'NN'), ('right', 'NN'), ('still', 'RB'), ('roam', 'VB'), ('freeli', 'JJ'), ('lethal', 'NN'), ('covid', 'NN'), ('faux', 'JJ'), ('predict', 'NN'), ('million', 'CD'), ('peopl', 'NN'), ('murder', 'NN'), ('hornet', 'NN'), ('caus', 'NN'), ('death', 'NN'), ('suicid', 'NN'), ('http', 'NN'), ('fzz', 'NN')]",thi right still roam freeli lethal covid faux predict million peopl murder hornet caus death suicid http fzz,1
282,Your good news post for the day. https://t.co/pt7nbnK7uQ is hiring 10 booksellers laid off due to the coronavirus crisis. https://t.co/HGnNZcHKXr via @lithub,"[('your', 'PRP$'), ('good', 'JJ'), ('news', 'NN'), ('post', 'NN'), ('http', 'NN'), ('nbnk', 'NN'), ('hire', 'NN'), ('booksel', 'NN'), ('laid', 'VBD'), ('coronaviru', 'JJ'), ('crisi', 'NN'), ('http', 'NN'), ('hgnnzchkxr', 'NN'), ('lithub', 'NN')]",good news post http nbnk hire booksel lay coronaviru crisi http hgnnzchkxr lithub,1
283,LA Offers Free Coronavirus Testing For All https://t.co/GLmQt53qsu,"[('offer', 'NN'), ('free', 'JJ'), ('coronaviru', 'NN'), ('test', 'NN'), ('http', 'NN'), ('glmqt', 'NN')]",offer free coronaviru test http glmqt,2
284,Hospital prolly as fragile and sickly as the city it was built in.,"[('hospit', 'NN'), ('prolli', 'NN'), ('fragil', 'NN'), ('sickli', 'NN'), ('citi', 'NN'), ('built', 'VBD')]",hospit prolli fragil sickli citi build,0
285,Lmfao... this is either android pictures or GTA \xf0\x9f\x98\x82\xf0\x9f\x98\x82,"[('lmfao', 'NN'), ('either', 'DT'), ('android', 'JJ'), ('pictur', 'NN')]",lmfao either android pictur,2
286,I challenge you to #SaveTheWorld\xe2\x9d\xa4 from #Coronavirus! Recycle empty soda bottles into face shields and become a hero!   #BillionShields #Bottles2Shields  Spanish https://t.co/Dzh14jOsuB  #BillionShieldsChallenge  # https://t.co/x0M2VavjFM,"[('challeng', 'NN'), ('savetheworld', 'NN'), ('coronaviru', 'NN'), ('recycl', 'NN'), ('empti', 'NN'), ('soda', 'NN'), ('bottl', 'NN'), ('face', 'NN'), ('shield', 'VBD'), ('becom', 'JJ'), ('hero', 'NN'), ('billionshield', 'NN'), ('bottl', 'VBD'), ('shield', 'JJ'), ('spanish', 'JJ'), ('http', 'NN'), ('josub', 'NN'), ('billionshieldschalleng', 'NN'), ('http', 'NN'), ('vavjfm', 'NN')]",challeng savetheworld coronaviru recycl empti soda bottl face shield becom hero billionshield bottl shield spanish http josub billionshieldschalleng http vavjfm,1
287,"Why Michael Kofi and I on FaceTime talm bout I can hold my breath for 20 seconds ""im good"" this corona is getting out of hand \xf0\x9f\x98\xad\xf0\x9f\x98\xad\xf0\x9f\x98\xad","[('michael', 'NN'), ('kofi', 'NN'), ('facetim', 'JJ'), ('talm', 'NN'), ('bout', 'NN'), ('hold', 'VBP'), ('breath', 'NN'), ('second', 'JJ'), ('good', 'JJ'), ('corona', 'NN'), ('get', 'NN'), ('hand', 'NN')]",michael kofi facetim talm bout hold breath second good corona get hand,1
288,Praying for the family.  #COVID19 \xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbb,"[('pray', 'NN'), ('famili', 'NN'), ('covid', 'NN')]",pray famili covid,2
289,@realDonaldTrump MR President don\xe2\x80\x99t you get it China they want play game with you New York the city that you live the city that you doing business and the city that you grow up and the city that have most coronavirus in any city in the world I think the China government try to blame MR PRESIDENT,"[('realdonaldtrump', 'NN'), ('presid', 'NN'), ('china', 'NN'), ('want', 'VBP'), ('play', 'NN'), ('game', 'NN'), ('york', 'NN'), ('citi', 'NN'), ('live', 'JJ'), ('citi', 'NN'), ('busi', 'NN'), ('citi', 'NN'), ('grow', 'NN'), ('citi', 'NN'), ('coronaviru', 'NN'), ('citi', 'JJ'), ('world', 'NN'), ('think', 'VBP'), ('china', 'NNS'), ('govern', 'VBP'), ('blame', 'JJ'), ('presid', 'NN')]",realdonaldtrump presid china want play game york citi live citi busi citi grow citi coronaviru citi world think china govern blame presid,0
290,https://t.co/l9g5ZfvRgv,"[('http', 'NN'), ('zfvrgv', 'NN')]",http zfvrgv,2
291,Real ones know what novela this is \xf0\x9f\x98\x8f\xf0\x9f\xa4\x9d https://t.co/VxWpuXaMMv,"[('real', 'JJ'), ('one', 'CD'), ('know', 'VBP'), ('novela', 'JJ'), ('http', 'NN'), ('vxwpuxammv', 'NN')]",real one know novela http vxwpuxammv,1
292,Govt by soninlaw https://t.co/DPkAZJ1agK.  Hope Hicks and Jared are doing this public private bmackmail operation! @CREWcrew @RepTedLieu @RepAdamSchiff Even saying Cuomo doesn't need 40000 ventilators!,"[('govt', 'NN'), ('soninlaw', 'NN'), ('http', 'NN'), ('dpkazj', 'NN'), ('hope', 'VBP'), ('hick', 'NN'), ('jare', 'NN'), ('public', 'JJ'), ('privat', 'NN'), ('bmackmail', 'NN'), ('oper', 'IN'), ('crewcrew', 'NN'), ('reptedlieu', 'NN'), ('repadamschiff', 'NN'), ('even', 'RB'), ('say', 'VBP'), ('cuomo', 'NNS'), ('need', 'VBP'), ('ventil', 'NNS')]",govt soninlaw http dpkazj hope hick jare public privat bmackmail oper crewcrew reptedlieu repadamschiff even say cuomo need ventil,1
293,Corona CA Wed Jan 29th PM Forecast: TONIGHT Mostly Clear Lo 45 THURSDAY Partly Cloudy Hi 73,"[('corona', 'NN'), ('forecast', 'NN'), ('tonight', 'NN'), ('mostli', 'NN'), ('clear', 'JJ'), ('thursday', 'NN'), ('partli', 'NN'), ('cloudi', 'NN')]",corona forecast tonight mostli clear thursday partli cloudi,2
294,New Tork Post; Seven more big cats at Bronx Zoo test positive for coronavirus.   Who let Carol Baskin out of her ho\xe2\x80\xa6 https://t.co/75PDRoVye9,"[('tork', 'NN'), ('post', 'NN'), ('seven', 'CD'), ('cat', 'NN'), ('bronx', 'JJ'), ('test', 'NN'), ('posit', 'NN'), ('coronaviru', 'NN'), ('carol', 'NN'), ('baskin', 'FW'), ('http', 'NN'), ('pdrovy', 'NN')]",tork post seven cat bronx test posit coronaviru carol baskin http pdrovy,1
295,Essential workers finna be the first ones to get the corona\xf0\x9f\x98\xbd,"[('essenti', 'JJ'), ('worker', 'NN'), ('finna', 'VBD'), ('first', 'JJ'), ('one', 'CD'), ('corona', 'NN')]",essenti worker finna first one corona,0
296,The entire region of Italy is now on lockdown because of the corona virus,"[('entir', 'JJ'), ('region', 'NN'), ('itali', 'NN'), ('lockdown', 'JJ'), ('corona', 'NN'), ('viru', 'NN')]",entir region itali lockdown corona viru,2
297,@pnjaban How about you wouldn\xe2\x80\x99t have mandated covid19 patients released from a hospital be taken to a nursing home! 25% of all covid19 deaths came from nursing homes in NY!Digbat moron idiot!,"[('pnjaban', 'NN'), ('mandat', 'NN'), ('covid', 'NN'), ('patient', 'NN'), ('releas', 'NN'), ('hospit', 'NN'), ('taken', 'VBN'), ('nurs', 'RB'), ('home', 'NN'), ('covid', 'NN'), ('death', 'NN'), ('came', 'VBD'), ('nurs', 'RB'), ('home', 'NN'), ('digbat', 'NN'), ('moron', 'NN'), ('idiot', 'NN')]",pnjaban mandat covid patient releas hospit take nurs home covid death come nurs home digbat moron idiot,0
298,Why am I not surprised I am sickened by the greed!,"[('surpris', 'NN'), ('sicken', 'NNS'), ('greed', 'VBP')]",surpris sicken greed,1
299,What do you think?  I disagree w/ theatre chains like @AMCTheatres on banning films from studios like @UniversalPics over bringing #TrollsWorldTour to ppl sheltering-in-place via VOD amid #COVID19. I hope theatres &amp; studios will settle everything.  @Trolls https://t.co/pclvS1TxUB,"[('what', 'WP'), ('think', 'VBP'), ('disagre', 'JJ'), ('theatr', 'NN'), ('chain', 'NN'), ('like', 'IN'), ('amctheatr', 'JJ'), ('ban', 'NN'), ('film', 'NN'), ('studio', 'NN'), ('like', 'IN'), ('universalp', 'JJ'), ('bring', 'VB'), ('trollsworldtour', 'JJ'), ('shelter', 'NN'), ('place', 'NN'), ('amid', 'IN'), ('covid', 'JJ'), ('hope', 'NN'), ('theatr', 'NN'), ('studio', 'NN'), ('settl', 'NN'), ('everyth', 'NN'), ('troll', 'NN'), ('http', 'NN'), ('pclv', 'NN'), ('txub', 'NN')]",think disagre theatr chain like amctheatr ban film studio like universalp bring trollsworldtour shelter place amid covid hope theatr studio settl everyth troll http pclv txub,1
300,God damn it,"[('damn', 'NN')]",damn,2
301,\xf0\x9f\x92\x80,[],,2
302,Are there good lung X-ray radiology diagnostic models out there? Ideally that work on diffs between images in a time series as well as individual images? Could be covid specific or not.  I want to see what AI says about my body just for laughs.,"[('good', 'JJ'), ('lung', 'NN'), ('radiolog', 'NN'), ('diagnost', 'NN'), ('model', 'NN'), ('ideal', 'JJ'), ('work', 'NN'), ('diff', 'NN'), ('imag', 'JJ'), ('time', 'NN'), ('seri', 'NN'), ('well', 'RB'), ('individu', 'JJ'), ('imag', 'NN'), ('could', 'MD'), ('covid', 'VB'), ('specif', 'JJ'), ('want', 'VBP'), ('say', 'VBP'), ('bodi', 'NNS'), ('laugh', 'IN')]",good lung radiolog diagnost model ideal work diff imag time seri well individu imag could covid specif want say bodi laugh,1
303,Q falta nos hace m\xc3\xa1s escuelas donde educar a toda esta caterva de ignorantes,"[('falta', 'JJ'), ('hace', 'NN'), ('escuela', 'NN'), ('dond', 'NN'), ('educar', 'NN'), ('toda', 'NN'), ('esta', 'NN'), ('caterva', 'NN'), ('ignorant', 'NN')]",falta hace escuela dond educar toda esta caterva ignorant,0
304,https://t.co/rTiQ9ExvaN,"[('http', 'NN'), ('rtiq', 'NN'), ('exvan', 'NN')]",http rtiq exvan,2
305,Amen @ewarren Can you see that #grandislandNE gets assistance. My sister is an essential worker @DollarGeneral and it has been one week tomorrow that she was tested for Covid 19 #stillnoresults  #hotspot #Shutdownmeatfactories #GoVegan #WakeUpAmerica #somestatesjustarentprepared,"[('amen', 'NNS'), ('ewarren', 'VBP'), ('grandislandn', 'JJ'), ('get', 'VBP'), ('assist', 'JJ'), ('sister', 'NN'), ('essenti', 'NN'), ('worker', 'NN'), ('dollargener', 'NN'), ('week', 'NN'), ('tomorrow', 'NN'), ('test', 'NN'), ('covid', 'NN'), ('stillnoresult', 'NN'), ('hotspot', 'NN'), ('shutdownmeatfactori', 'FW'), ('govegan', 'NN'), ('wakeupamerica', 'NN'), ('somestatesjustarentprepar', 'NN')]",amen ewarren grandislandn get assist sister essenti worker dollargener week tomorrow test covid stillnoresult hotspot shutdownmeatfactori govegan wakeupamerica somestatesjustarentprepar,0
306,That about says it all.  #BlueWave2020.   That is not #SocialistSanders .  (Just saying).,"[('that', 'DT'), ('say', 'VBP'), ('bluewav', 'NN'), ('that', 'WDT'), ('socialistsand', 'NN'), ('just', 'RB'), ('say', 'VB')]",say bluewav socialistsand say,0
307,ABSOLUTELY should no longer carry him live.,"[('absolut', 'RB'), ('longer', 'RBR'), ('carri', 'JJ'), ('live', 'JJ')]",absolut longer carri live,0
308,Watch live: https://t.co/xVb7wu55h8 https://t.co/WmMJHtD5DF,"[('watch', 'NN'), ('live', 'VBP'), ('http', 'NN'), ('http', 'NN'), ('wmmjhtd', 'NN')]",watch live http http wmmjhtd,2
309,Asian restaurants are averaging a 40-70% profit loss do you corona virus. People really be stupid lol,"[('asian', 'JJ'), ('restaur', 'NN'), ('averag', 'JJ'), ('profit', 'NN'), ('loss', 'NN'), ('corona', 'NN'), ('viru', 'NN'), ('peopl', 'NN'), ('realli', 'NN'), ('stupid', 'NN')]",asian restaur averag profit loss corona viru peopl realli stupid,1
310,This is LA poetry,"[('thi', 'NN'), ('poetri', 'NN')]",thi poetri,2
311,@peta @NFL @FOXSports Is this like a Corona Virus Ad,"[('peta', 'NN'), ('foxsport', 'NN'), ('like', 'IN'), ('corona', 'NN'), ('viru', 'NN')]",peta foxsport like corona viru,0
312,@Zigmanfreud @lyzl How dare you cherry picking covid cases in Iowa to skew covid cases in Iowa. It's not like stay at home orders are to prevent outbreaks by avoiding large pack crowds like in a meat plant. /sarcasm,"[('zigmanfreud', 'NN'), ('lyzl', 'NN'), ('dare', 'NN'), ('cherri', 'NN'), ('pick', 'NN'), ('covid', 'NN'), ('case', 'NN'), ('iowa', 'JJ'), ('skew', 'NN'), ('covid', 'NN'), ('case', 'NN'), ('iowa', 'NN'), ('like', 'IN'), ('stay', 'NN'), ('home', 'NN'), ('order', 'NN'), ('prevent', 'NN'), ('outbreak', 'NN'), ('avoid', 'JJ'), ('larg', 'JJ'), ('pack', 'NN'), ('crowd', 'NN'), ('like', 'IN'), ('meat', 'NN'), ('plant', 'NN'), ('sarcasm', 'NN')]",zigmanfreud lyzl dare cherri pick covid case iowa skew covid case iowa like stay home order prevent outbreak avoid larg pack crowd like meat plant sarcasm,1
